Name	Description	Link	Google Link
Food Donation Connection | National Restaurant Association	"The National Restaurant Association launched a national partnership Food 
Donation Connection to help end hunger, reduce food waste and provide 
members ..."	http://www.restaurant.org/Industry-Impact/Giving-Back/Fighting-Hunger/Food-Donation	http://www.google.com/url?q=http://www.restaurant.org/Industry-Impact/Giving-Back/Fighting-Hunger/Food-Donation&sa=U&ved=0ahUKEwik-IyPtIfWAhVJwI8KHVR4Cl8QFgg2MAY&usg=AFQjCNE6uU4eGLdk2UmrUl_PMRLE8YjNpA
Food Donation | National Restaurant Association	"The federal tax deduction for businesses that donate food inventory to charity is a 
... into law a provision long supported by the National Restaurant Association."	http://www.restaurant.org/advocacy/Food-Donation	http://www.google.com/url?q=http://www.restaurant.org/advocacy/Food-Donation&sa=U&ved=0ahUKEwik-IyPtIfWAhVJwI8KHVR4Cl8QFgg8MAc&usg=AFQjCNH-8CRBhLYahLz4p9NZ8niUbhpcvQ
Food bank - Wikipedia	"A food bank or foodbank is a non-profit, charitable organization that distributes 
food to those ..... We need ongoing national survey monitoring to understand the 
scale of food insecurity, who is at risk, and the implications for child and adult 
health ..."	https://en.wikipedia.org/wiki/Food_bank	http://www.google.com/url?q=https://en.wikipedia.org/wiki/Food_bank&sa=U&ved=0ahUKEwik-IyPtIfWAhVJwI8KHVR4Cl8QFghCMAg&usg=AFQjCNGKUjgUiiLF13JQIiyZakEqT3PLzA
Food Donation - A Restaurateur's Guide - P2 InfoHouse	"how to efficiently donate your restaurant's excess food to a local food donation ..... 
Established in 1979, the Second Harvest National Food Bank Network says it ..."	http://infohouse.p2ric.org/ref/12/11907.pdf	http://www.google.com/url?q=http://infohouse.p2ric.org/ref/12/11907.pdf&sa=U&ved=0ahUKEwj6gb6PtIfWAhVFM48KHSkNDjo4ChAWCBkwAA&usg=AFQjCNE0oZEee8YEGLfFv1ckeHwAWjUbKQ
Fighting Hunger in Australia - Foodbank	"Foodbank is Australia's largest food relief organisation, providing 60 million 
meals a year to over 2400 charities and 1000 schools around the country."	https://www.foodbank.org.au/	http://www.google.com/url?q=https://www.foodbank.org.au/&sa=U&ved=0ahUKEwj6gb6PtIfWAhVFM48KHSkNDjo4ChAWCB8wAQ&usg=AFQjCNFWVp2Ai8gO-WQjVrKhJZ65nkqJxA
San Antonio Food Bank: Home	"Founded in 1980, the San Antonio Food Bank serves one of the largest service 
areas in Southwest Texas. Our focus is for clients to have food for today but to ..."	https://safoodbank.org/	http://www.google.com/url?q=https://safoodbank.org/&sa=U&ved=0ahUKEwj6gb6PtIfWAhVFM48KHSkNDjo4ChAWCCowAw&usg=AFQjCNHfS3oGRXasYPhUmft6QP3DI_WAXg
Houston Food Bank- Filling Pantries, Filling Lives, Volunteer or ...	"Houston Food Bank is Houston's largest food donation foundation. This Food 
Donation Center and Food Pantry gives aid to Houston's hungry, homeless, ..."	http://www.houstonfoodbank.org/	http://www.google.com/url?q=http://www.houstonfoodbank.org/&sa=U&ved=0ahUKEwj6gb6PtIfWAhVFM48KHSkNDjo4ChAWCDQwBQ&usg=AFQjCNH-ukGk3i5HXq-NrS1M99XUdezCEA
Food Banks Canada - National Food Sharing System	"These donations are transported to a national or provincial hub for sorting and 
then distributed fairly to Provincial Associations and our network of Affiliate food ..."	https://www.foodbankscanada.ca/About-Us/Programs/National-Food-Sharing-System.aspx	http://www.google.com/url?q=https://www.foodbankscanada.ca/About-Us/Programs/National-Food-Sharing-System.aspx&sa=U&ved=0ahUKEwj6gb6PtIfWAhVFM48KHSkNDjo4ChAWCDowBg&usg=AFQjCNEvM-CPxfPpejjVb5y3tUV__5aSGQ
Regional Food Bank: Homepage	"Regional Food Bank. ... Make a donation · I WANT TO Fight Hunger · I NEED 
FOOD. NEWS FEED. If you want to help with Hurricane Harvey relief efforts, 
please ..."	https://www.regionalfoodbank.org/	http://www.google.com/url?q=https://www.regionalfoodbank.org/&sa=U&ved=0ahUKEwj6gb6PtIfWAhVFM48KHSkNDjo4ChAWCEowCQ&usg=AFQjCNGLpZWrouHhJ9h4VpnVw3OILmGu2w
Supplemental Nutrition Assistance Program - Wikipedia	"The Food Stamp Act of 1964 appropriated $75 million to ... on basis of race, 
religious creed, national origin, or political ..."	https://en.wikipedia.org/wiki/Supplemental_Nutrition_Assistance_Program	http://www.google.com/url?q=https://en.wikipedia.org/wiki/Supplemental_Nutrition_Assistance_Program&sa=U&ved=0ahUKEwiluqSVtIfWAhUMrI8KHeLTAgMQFggTMAA&usg=AFQjCNGnMQb-NhdzobN6UJEtjEFzJvNwDA
Programs and Services | Food and Nutrition Service	"22 Sep 2016 ... The Emergency Food Assistance Program (TEFAP) ... Breakfast Program 
operates in the same manner as the National School Lunch Program."	https://www.fns.usda.gov/programs-and-services	http://www.google.com/url?q=https://www.fns.usda.gov/programs-and-services&sa=U&ved=0ahUKEwiluqSVtIfWAhUMrI8KHeLTAgMQFggkMAI&usg=AFQjCNFKP2_wzFKlAZc5UFaIJaE0q8SmCQ
The Basics of SNAP Food Assistance - Institute for Research on ...	"A comprehensive new book, SNAP Matters: How Food Stamps Affect Health and 
.... RIDGE Center for National Food and Nutrition Assistance Research at the."	https://www.irp.wisc.edu/publications/policybriefs/pdfs/PB6-SNAP-Basics.pdf	http://www.google.com/url?q=https://www.irp.wisc.edu/publications/policybriefs/pdfs/PB6-SNAP-Basics.pdf&sa=U&ved=0ahUKEwiluqSVtIfWAhUMrI8KHeLTAgMQFgg3MAU&usg=AFQjCNEJuw5AvkkT-952VcOkikV5EGrHgA
Assessment of Household Food Security Among Food Stamp ...	"Assessment of Household Food Security Among Food Stamp Recipient ..... The 
1999 National Food Stamp Program Survey data (n = 2396) represent all ..."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1448339/	http://www.google.com/url?q=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1448339/&sa=U&ved=0ahUKEwjIvN6VtIfWAhVEP48KHf-tAKY4ChAWCBMwAA&usg=AFQjCNGRap4klDchKeoj9N5CxjvYKzU6Tg
Food Outreach Programs	"Food Outreach programs for low-income clients living with HIV/AIDS and cancer 
include nutritional counseling, nutritional education and meals and groceries."	http://foodoutreach.org/programs/	http://www.google.com/url?q=http://foodoutreach.org/programs/&sa=U&ved=0ahUKEwiHh6mbtIfWAhXJKo8KHZqYD24QFggYMAE&usg=AFQjCNFA8G0Gujwrh99VPQV2yDm5mNrdFQ
Food Safety Outreach Program | National Institute of Food and ...	"25 Apr 2017 ... The Food Safety Outreach Program will complement and expand the national 
infrastructure of the National Food Safety Training, Education, ..."	https://nifa.usda.gov/funding-opportunity/food-safety-outreach-program	http://www.google.com/url?q=https://nifa.usda.gov/funding-opportunity/food-safety-outreach-program&sa=U&ved=0ahUKEwiHh6mbtIfWAhXJKo8KHZqYD24QFggvMAU&usg=AFQjCNGLlOO8UxpqqfuWh2RHd2GUqT59xg
Enhancing Nutrition Security via India's National Food Security Act ...	"17 Aug 2015 ... National Food Security Act (NFSA) passed in September 2013 is one of the ... 
While a nutrition advocacy has fueled the demand for NFSA, ..."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4811376/	http://www.google.com/url?q=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4811376/&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFggrMAQ&usg=AFQjCNF_ALofJAVS_jM2F7ufbq2k0bvX5w
National food fortification: a dialogue with reference to Asia - NCBI	"Asia Pac J Clin Nutr. 2008;17 Suppl 1:20-3. National food fortification: a dialogue 
with reference to Asia: balanced advocacy. Solomons NW(1)."	https://www.ncbi.nlm.nih.gov/pubmed/18296293	http://www.google.com/url?q=https://www.ncbi.nlm.nih.gov/pubmed/18296293&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFgguMAU&usg=AFQjCNERe_ObLpE9Fv2ZH0ErB2HNEkJihQ
Growing the food movement: lists of advocacy groups - Food Politics	"1 Aug 2012 ... She volunteered to start doing some preliminary work by attempting to identify 
local and national food advocacy groups. It didn't take her long to ..."	http://www.foodpolitics.com/2012/08/growing-the-food-movement-lists-of-advocacy-groups/	http://www.google.com/url?q=http://www.foodpolitics.com/2012/08/growing-the-food-movement-lists-of-advocacy-groups/&sa=U&ved=0ahUKEwjgsOChtIfWAhWIqo8KHfY-DCg4ChAWCBMwAA&usg=AFQjCNFaVB8dEM0NETXvILOnL4GG8xeajQ
7 Top Hunger Organizations - Food & Nutrition Magazine	"Learn more about 9 groups fighting food insecurity and hunger at home and ... of 
hunger and advocates for legislation that protects people from going hungry."	https://foodandnutrition.org/september-october-2013/7-top-hunger-organizations/	http://www.google.com/url?q=https://foodandnutrition.org/september-october-2013/7-top-hunger-organizations/&sa=U&ved=0ahUKEwjgsOChtIfWAhWIqo8KHfY-DCg4ChAWCDYwBg&usg=AFQjCNESV0rHpYblWjYQmdgoExKDSrQfjQ
List of food safety organisations - Wikipedia	"This is a list of organizations and associated posts which are related to food 
safety, either as a primary interest or through statutory responsibility. National ..."	https://en.wikipedia.org/wiki/List_of_food_safety_organisations	http://www.google.com/url?q=https://en.wikipedia.org/wiki/List_of_food_safety_organisations&sa=U&ved=0ahUKEwjo5pOptIfWAhXFP48KHWogDrQQFggTMAA&usg=AFQjCNEgiODzByRSgFsokUblIcUKO1hS_w
Food and Agriculture Organization - Wikipedia	Structure and finance. Lester Bowles Pearson presiding at a plenary session of the founding conference of the United Nations Food and Agriculture Organization. FAO headquarters in Rome. José Graziano da Silva, FAO Director General. Liaison Office for North America in Washington, D.C. The Food Price Index (FAO) 1990- ...	https://en.wikipedia.org/wiki/Food_and_Agriculture_Organization	http://www.google.com/url?q=https://en.wikipedia.org/wiki/Food_and_Agriculture_Organization&sa=U&ved=0ahUKEwjo5pOptIfWAhXFP48KHWogDrQQFggdMAE&usg=AFQjCNFsIAOMLN6KGiJ1t2dwqGOepkWRwQ
List of food companies - Wikipedia	"This is a list of food companies, current and past businesses involved in food 
production or .... Dalda · Engro Corporation · Fauji Foundation · Gourmet Foods · 
Mitchell's Fruit Farms Limited · Murree Brewery · National Foods Limited · 
OMORÉ ..."	https://en.wikipedia.org/wiki/List_of_food_companies	http://www.google.com/url?q=https://en.wikipedia.org/wiki/List_of_food_companies&sa=U&ved=0ahUKEwjo5pOptIfWAhXFP48KHWogDrQQFggoMAI&usg=AFQjCNFgE79zDUosnqSWYMAVI5WjQLMA5g
40 Organizations That Are Shaking Up the Food System – Food Tank	23 May 2013 ... United Nations Food and Agriculture Organization (FAO) (International) – The Food and Agriculture Organization is the United Nations' international agency overseeing global food security and agriculture.	https://foodtank.com/news/2013/05/forty-organizations-that-are-shaking-up-the-food-system/	http://www.google.com/url?q=https://foodtank.com/news/2013/05/forty-organizations-that-are-shaking-up-the-food-system/&sa=U&ved=0ahUKEwjo5pOptIfWAhXFP48KHWogDrQQFggzMAM&usg=AFQjCNEYn38jRuzuJBWMiH5QlNZOejJIuw
7 Top Hunger Organizations - Food & Nutrition Magazine	"There are few initiatives that evoke as much vigor and collaborative spirit as the 
fight against hunger. As communities engage to provide sustainable solutions ..."	https://foodandnutrition.org/september-october-2013/7-top-hunger-organizations/	http://www.google.com/url?q=https://foodandnutrition.org/september-october-2013/7-top-hunger-organizations/&sa=U&ved=0ahUKEwjo5pOptIfWAhXFP48KHWogDrQQFgg5MAQ&usg=AFQjCNESV0rHpYblWjYQmdgoExKDSrQfjQ
Food and Agriculture Organization of the United Nations	"Special Feature in FAO's Nature and Faune Journal highlights how pulses can 
play a major... More. From the Director-General. News - FAO calls for greater ..."	http://www.fao.org/home/en/	http://www.google.com/url?q=http://www.fao.org/home/en/&sa=U&ved=0ahUKEwjo5pOptIfWAhXFP48KHWogDrQQFgg-MAU&usg=AFQjCNEpr0gMt9VM0oAGAErbN3BJ0ZwQTA
World Food Programme: Front page	"News release WFP distributes food in the wake of Sierra Leone mudslides ..... 
The World Food Programme collaborates with national governments to help 
forge ..."	http://www1.wfp.org/	http://www.google.com/url?q=http://www1.wfp.org/&sa=U&ved=0ahUKEwjgiumptIfWAhUJwI8KHTgDCK04ChAWCCMwAw&usg=AFQjCNHSY7xBh2rZSwtvbcFrJ_D1Y_495Q
U.S. Hunger Relief Organization | Feeding America®	"... is a hunger organization with a nationwide network of food banks feeding the ... 
The Feeding America network is the nation's largest domestic hunger-relief ..."	http://www.feedingamerica.org/	http://www.google.com/url?q=http://www.feedingamerica.org/&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFggTMAA&usg=AFQjCNE9fvQUL49ZStnsTpxOQ1Gol84YiQ
Feeding America | Regional Food Bank	"The Regional Food Bank of Oklahoma has been a proud member of Feeding 
America since 1980. Feeding America is the nation's leading domestic ..."	https://www.regionalfoodbank.org/learn-more/feedingamerica	http://www.google.com/url?q=https://www.regionalfoodbank.org/learn-more/feedingamerica&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFgglMAM&usg=AFQjCNGzz7Px3HrhhRKuQZa8IUdTeTXZtw
Learn More | Regional Food Bank	"The Regional Food Bank of Oklahoma, a member of the Feeding America 
network of Food Banks, is the largest private domestic hunger-relief charity in the 
state ..."	https://www.regionalfoodbank.org/learn-more	http://www.google.com/url?q=https://www.regionalfoodbank.org/learn-more&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFggrMAQ&usg=AFQjCNEYx9QV0rWr2BBHzyLJOTZFBvOCxg
North Texas Food Bank - Wikipedia	"The North Texas Food Bank (NTFB) is a social benefit organization located in 
Dallas Texas. ... Feeding America, the nation's largest domestic hunger relief 
organization, solicits food and grocery products from national suppliers for 
distribution ..."	https://en.wikipedia.org/wiki/North_Texas_Food_Bank	http://www.google.com/url?q=https://en.wikipedia.org/wiki/North_Texas_Food_Bank&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCBgwAQ&usg=AFQjCNH1g6NsEyjyhACkM0KyzsTzM0G4HA
10 Top Charities That Fight Hunger - The Spruce	"6 May 2017 ... Here is a list of organizations that will use your charitable donations to fight 
hunger. ... Harvest, is the nation's leading domestic hunger-relief charity. ... ""The 
Food Bank For New York City was founded in 1983 to address the ..."	https://www.thespruce.com/charities-that-fight-hunger-1666012	http://www.google.com/url?q=https://www.thespruce.com/charities-that-fight-hunger-1666012&sa=U&ved=0ahUKEwj9oOC2tIfWAhXMpI8KHU3SBloQFggxMAA&usg=AFQjCNEu8aRPciStdJk-wa96eQpsuQesEg
U.S. Hunger Relief Organization | Feeding America®	"Find Your Local Food Bank ... The Feeding America network is the nation's 
largest domestic hunger-relief ... Make a secure donation via credit card or 
PayPal."	http://www.feedingamerica.org/	http://www.google.com/url?q=http://www.feedingamerica.org/&sa=U&ved=0ahUKEwj9oOC2tIfWAhXMpI8KHU3SBloQFgg3MAE&usg=AFQjCNE9fvQUL49ZStnsTpxOQ1Gol84YiQ
Feed the Children | Create A World Where No Child Goes To Bed ...	"Food & Nutrition Health & Water Education ... Many companies will even match 
your donation, doubling or tripling the impact of your gift! This benefit is very ..."	http://www.feedthechildren.org/	http://www.google.com/url?q=http://www.feedthechildren.org/&sa=U&ved=0ahUKEwj9oOC2tIfWAhXMpI8KHU3SBloQFghDMAM&usg=AFQjCNEt8q5EeAlaoA7yhHe_IfvSLZKcTQ
7 Top Hunger Organizations - Food & Nutrition Magazine	"Learn more about 9 groups fighting food insecurity and hunger at home and ... In 
2012, Feeding America was named the fourth largest charity in the U.S. by ..."	https://foodandnutrition.org/september-october-2013/7-top-hunger-organizations/	http://www.google.com/url?q=https://foodandnutrition.org/september-october-2013/7-top-hunger-organizations/&sa=U&ved=0ahUKEwj9oOC2tIfWAhXMpI8KHU3SBloQFghJMAQ&usg=AFQjCNESV0rHpYblWjYQmdgoExKDSrQfjQ
Sweet Justice: Domestic the Limits of Charity - NCBI	"Sweet Justice: Domestic. Hunger and the Limits of. Charity. J. LARRY BROWN, 
PHD. S ... hungry through private charities in ... of food banks, soup kitchens, and."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1308500/pdf/pubhealthrep00026-0091.pdf	http://www.google.com/url?q=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1308500/pdf/pubhealthrep00026-0091.pdf&sa=U&ved=0ahUKEwj9oOC2tIfWAhXMpI8KHU3SBloQFghQMAY&usg=AFQjCNGhlTvr1UF_ul6gXjrOAw_BAxyGJg
RCS: Help & Hope. Serving hungry, homeless, domestic violence ...	"RCS Food Bank is the largest distributor of emergency food to people, especially 
... The Haven of RCS Domestic Violence Center empowers victims of domestic ..."	https://www.rcspinellas.org/	http://www.google.com/url?q=https://www.rcspinellas.org/&sa=U&ved=0ahUKEwj9oOC2tIfWAhXMpI8KHU3SBloQFghhMAw&usg=AFQjCNGQm-cOpNxAZ4EZzUMNCysD8sYoBg
About Us - Houston Food Bank	"In fall 2008, the Houston Food Bank merged with End Hunger Network, ... As a 
member of the nation's largest non-governmental, domestic hunger relief ..."	http://www.houstonfoodbank.org/aboutus/	http://www.google.com/url?q=http://www.houstonfoodbank.org/aboutus/&sa=U&ved=0ahUKEwi5kKC3tIfWAhVHPI8KHbxjDz44ChAWCCIwAg&usg=AFQjCNFD4RrTBHIFnEJiMKac8QtquL1w5g
Greater Lansing Food Bank: Home	"Greater Lansing Food Bank is a non-profit organization that provides food in 
Ingham, Eaton, Clinton, ... As the nation's leading domestic hunger-relief."	http://greaterlansingfoodbank.org/	http://www.google.com/url?q=http://greaterlansingfoodbank.org/&sa=U&ved=0ahUKEwi5kKC3tIfWAhVHPI8KHbxjDz44ChAWCDkwBw&usg=AFQjCNGCbbSn9a56wpXc4bhumWSGJ6MYqQ
U.S. Hunger Relief Organization | Feeding America®	"Find Your Local Food Bank ... The Feeding America network is the nation's 
largest domestic hunger-relief ... Make a secure donation via credit card or 
PayPal."	http://www.feedingamerica.org/	http://www.google.com/url?q=http://www.feedingamerica.org/&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghBMAA&usg=AFQjCNE9fvQUL49ZStnsTpxOQ1Gol84YiQ
Feed the Children | Create A World Where No Child Goes To Bed ...	"Food & Nutrition Health & Water Education ... Many companies will even match 
your donation, doubling or tripling the impact of your gift! This benefit is very ..."	http://www.feedthechildren.org/	http://www.google.com/url?q=http://www.feedthechildren.org/&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghJMAI&usg=AFQjCNEt8q5EeAlaoA7yhHe_IfvSLZKcTQ
Domestic Food Programs | Feed the Children	"When the money on SNAP cards goes down, visits to food pantries and other 
local charities go up. For hungry kids in the U.S., not knowing when they'll eat 
next ..."	http://www.feedthechildren.org/how/us/domestic-food-programs/	http://www.google.com/url?q=http://www.feedthechildren.org/how/us/domestic-food-programs/&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghPMAM&usg=AFQjCNGYs0ffQK__Eq3xjrFjeTCKTQo21g
10 Top Charities That Fight Hunger - The Spruce	"6 May 2017 ... Here is a list of organizations that will use your charitable donations to fight 
hunger. ... locally, donate or volunteer at your city's food bank or soup kitchen. ... 
formerly America's Second Harvest, is the nation's leading domestic ..."	https://www.thespruce.com/charities-that-fight-hunger-1666012	http://www.google.com/url?q=https://www.thespruce.com/charities-that-fight-hunger-1666012&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghVMAQ&usg=AFQjCNEu8aRPciStdJk-wa96eQpsuQesEg
7 Top Hunger Organizations - Food & Nutrition Magazine	"Learn more about 9 groups fighting food insecurity and hunger at home and ... It 
invests 97 percent of all donations into programs and services for people in ..."	https://foodandnutrition.org/september-october-2013/7-top-hunger-organizations/	http://www.google.com/url?q=https://foodandnutrition.org/september-october-2013/7-top-hunger-organizations/&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghbMAU&usg=AFQjCNESV0rHpYblWjYQmdgoExKDSrQfjQ
Greater Lansing Food Bank: Home	"Greater Lansing Food Bank is a non-profit organization that provides food in 
Ingham, Eaton, Clinton, ... As the nation's leading domestic hunger-relief."	http://greaterlansingfoodbank.org/	http://www.google.com/url?q=http://greaterlansingfoodbank.org/&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghiMAc&usg=AFQjCNGCbbSn9a56wpXc4bhumWSGJ6MYqQ
Feeding People Not Landfills - The Pizza Hut Harvest Program - Hut ...	"22 Apr 2016 ... Pizza Hut has a strong legacy with food donations, dating back to ... it's been 
encouraging to see that the domestic food waste conversation is ..."	http://blog.pizzahut.com/deliver-hope/harvest-program/	http://www.google.com/url?q=http://blog.pizzahut.com/deliver-hope/harvest-program/&sa=U&ved=0ahUKEwiNubu9tIfWAhVKs48KHeacBes4ChAWCBowAA&usg=AFQjCNEKUElMnfq_c1DYU3-p1JULR0-hUg
Westside Food Bank - What Is Westside Food Bank?	"Westside Food Bank is an independent, non-governmental, 501(c)(3) non-profit 
corporation founded ... Women and children living in domestic violence shelters."	http://www.westsidefoodbankca.org/index.php?option=com_content&task=view&id=62	http://www.google.com/url?q=http://www.westsidefoodbankca.org/index.php%3Foption%3Dcom_content%26task%3Dview%26id%3D62&sa=U&ved=0ahUKEwiNubu9tIfWAhVKs48KHeacBes4ChAWCDswCQ&usg=AFQjCNEJN8c1-JVcUgsgMAbQ_p4EFsoGBA
Foodbank Hunger Report 2016 - Foodbank Australia	"Foodbank is Australia's largest food relief organisation, providing 60 ..... Currently
, 90% of domestic food demand is met by domestic production, with imported."	http://www.foodbank.org.au/wp-content/uploads/2016/05/Foodbank-Hunger-Report-2016.pdf	http://www.google.com/url?q=http://www.foodbank.org.au/wp-content/uploads/2016/05/Foodbank-Hunger-Report-2016.pdf&sa=U&ved=0ahUKEwiNubu9tIfWAhVKs48KHeacBes4ChAWCEAwCg&usg=AFQjCNEgO46MQNVtFG2gS8scYCQ6N6NwLQ
Starbucks Announces New Food Donation Program | Starbucks ...	"22 Mar 2016 ... Starbucks Leads Nationwide Effort to Donate Food ... the largest domestic hunger
-relief and food-rescue nonprofit in the U.S. – to redistribute ..."	https://news.starbucks.com/news/starbucks-food-donation-program	http://www.google.com/url?q=https://news.starbucks.com/news/starbucks-food-donation-program&sa=U&ved=0ahUKEwiNubu9tIfWAhVKs48KHeacBes4ChAWCEUwCw&usg=AFQjCNF2zC7iMm-BFYDQSBhUm51lhWcNEg
RCS Food Bank: Feeding the Hungry - RCS Pinellas	"RCS Food Bank distributes food to people at our Clearwater warehouse and 
delivers food to local food pantries, homeless shelters, domestic violence safe ..."	https://www.rcspinellas.org/hunger	http://www.google.com/url?q=https://www.rcspinellas.org/hunger&sa=U&ved=0ahUKEwiNubu9tIfWAhVKs48KHeacBes4ChAWCE0wDQ&usg=AFQjCNH5chN8MeEZzrDiVbB6Fnne136zUw
Domestic Food Assistance: Summary of Programs - Federation of ...	"11 Jan 2017 ... Domestic Food Assistance: Summary of Programs. Randy Alison Aussenberg. 
Specialist in Nutrition Assistance Policy. Kirsten J. Colello."	https://fas.org/sgp/crs/misc/R42353.pdf	http://www.google.com/url?q=https://fas.org/sgp/crs/misc/R42353.pdf&sa=U&ved=0ahUKEwi-0vXCtIfWAhVDLY8KHen6BzgQFggTMAA&usg=AFQjCNERpZfnb3KAF_Fp8JZQejpmJ5-7tQ
